Rank,Track,Artist,Streams,Date,WeekDay,Month
30,Lucid Dreams,Juice WRLD,422035,2020-10-12,Mon,Oct
31,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,416109,2020-10-12,Mon,Oct
32,Robbery,Juice WRLD,411312,2020-10-12,Mon,Oct
33,Smile (with The Weeknd),Juice WRLD,401975,2020-10-12,Mon,Oct
34,Circles,Post Malone,400670,2020-10-12,Mon,Oct
35,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",398449,2020-10-12,Mon,Oct
36,Go Crazy,"Chris Brown, Young Thug",396694,2020-10-12,Mon,Oct
37,Be Like That - feat. Swae Lee & Khalid,Kane Brown,395998,2020-10-12,Mon,Oct
38,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,395437,2020-10-12,Mon,Oct
39,Wolves (feat. Post Malone),Big Sean,394818,2020-10-12,Mon,Oct
40,Glock In My Lap,"21 Savage, Metro Boomin",387034,2020-10-12,Mon,Oct
41,The Box,Roddy Ricch,385113,2020-10-12,Mon,Oct
42,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",378895,2020-10-12,Mon,Oct
43,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,376595,2020-10-12,Mon,Oct
44,death bed (coffee for your head),"Powfu, beabadoobee",372772,2020-10-12,Mon,Oct
45,Someone You Loved,Lewis Capaldi,369714,2020-10-12,Mon,Oct
46,Roses - Imanbek Remix,SAINt JHN,368056,2020-10-12,Mon,Oct
47,Before You Go,Lewis Capaldi,367827,2020-10-12,Mon,Oct
48,7 Summers,Morgan Wallen,354612,2020-10-12,Mon,Oct
49,Daisy,Ashnikko,352989,2020-10-12,Mon,Oct
50,Sleepy Hollow,Trippie Redd,338117,2020-10-12,Mon,Oct
51,After Party,Don Toliver,335752,2020-10-12,Mon,Oct
52,Electric Love,BØRNS,332035,2020-10-12,Mon,Oct
53,Got It On Me,Pop Smoke,330635,2020-10-12,Mon,Oct
54,Hawái,Maluma,328359,2020-10-12,Mon,Oct
55,Midnight Sky,Miley Cyrus,328181,2020-10-12,Mon,Oct
56,Rags2Riches 2 (feat. Lil Baby),Rod Wave,326369,2020-10-12,Mon,Oct
57,Party Girl,StaySolidRocky,325322,2020-10-12,Mon,Oct
58,forget me too (feat. Halsey),Machine Gun Kelly,325047,2020-10-12,Mon,Oct
59,We Paid (feat. 42 Dugg),Lil Baby,324747,2020-10-12,Mon,Oct
60,Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Polo G",323781,2020-10-12,Mon,Oct
61,Whiskey Glasses,Morgan Wallen,317917,2020-10-12,Mon,Oct
62,Are You Bored Yet? (feat. Clairo),Wallows,316280,2020-10-12,Mon,Oct
63,Adore You,Harry Styles,315017,2020-10-12,Mon,Oct
64,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,311973,2020-10-12,Mon,Oct
65,goosebumps,Travis Scott,311789,2020-10-12,Mon,Oct
66,Righteous,Juice WRLD,310954,2020-10-12,Mon,Oct
67,SLOW DANCING IN THE DARK,Joji,309734,2020-10-12,Mon,Oct
68,Conversations,Juice WRLD,309348,2020-10-12,Mon,Oct
69,GREECE (feat. Drake),DJ Khaled,306264,2020-10-12,Mon,Oct
70,Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin",303676,2020-10-12,Mon,Oct
71,More Than My Hometown,Morgan Wallen,300903,2020-10-12,Mon,Oct
72,Head & Heart (feat. MNEK),Joel Corry,300246,2020-10-12,Mon,Oct
73,21,Polo G,294179,2020-10-12,Mon,Oct
74,Ice Cream (with Selena Gomez),BLACKPINK,293798,2020-10-12,Mon,Oct
75,Life Is Good (feat. Drake),Future,293766,2020-10-12,Mon,Oct
76,Sweater Weather,The Neighbourhood,293568,2020-10-12,Mon,Oct
77,One Of Them Girls,Lee Brice,291389,2020-10-12,Mon,Oct
78,GO (feat. Juice WRLD),The Kid LAROI,290978,2020-10-12,Mon,Oct
79,If the World Was Ending - feat. Julia Michaels,JP Saxe,288270,2020-10-12,Mon,Oct
80,hot girl bummer,blackbear,287603,2020-10-12,Mon,Oct
81,Jocelyn Flores,XXXTENTACION,285092,2020-10-12,Mon,Oct
82,Intentions (feat. Quavo),Justin Bieber,284940,2020-10-12,Mon,Oct
83,Bandit (with YoungBoy Never Broke Again),Juice WRLD,284012,2020-10-12,Mon,Oct
84,HIGHEST IN THE ROOM,Travis Scott,281890,2020-10-12,Mon,Oct
85,Chasin' You,Morgan Wallen,280112,2020-10-12,Mon,Oct
86,E-GIRLS ARE RUINING MY LIFE!,"CORPSE, Savage Ga$p",275440,2020-10-12,Mon,Oct
87,Sunday Best,Surfaces,274810,2020-10-12,Mon,Oct
88,Levitating (feat. DaBaby),Dua Lipa,274591,2020-10-12,Mon,Oct
89,Many Men,"21 Savage, Metro Boomin",270517,2020-10-12,Mon,Oct
90,Bet You Wanna (feat. Cardi B),BLACKPINK,270424,2020-10-12,Mon,Oct
91,WHATS POPPIN,Jack Harlow,270183,2020-10-12,Mon,Oct
92,Falling,Trevor Daniel,268601,2020-10-12,Mon,Oct
93,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",268375,2020-10-12,Mon,Oct
94,Breaking Me,"Topic, A7S",267080,2020-10-12,Mon,Oct
95,SICKO MODE,Travis Scott,266067,2020-10-12,Mon,Oct
96,ROXANNE,Arizona Zervas,265529,2020-10-12,Mon,Oct
97,Dior,Pop Smoke,265150,2020-10-12,Mon,Oct
98,Ballin' (with Roddy Ricch),Mustard,262663,2020-10-12,Mon,Oct
99,Rain On Me (with Ariana Grande),Lady Gaga,260109,2020-10-12,Mon,Oct
100,Falling,Harry Styles,259458,2020-10-12,Mon,Oct
101,Star Shopping,Lil Peep,259249,2020-10-12,Mon,Oct
102,Beautiful Crazy,Luke Combs,257772,2020-10-12,Mon,Oct
103,Mad at Disney,salem ilese,255632,2020-10-12,Mon,Oct
104,Lovesick Girls,BLACKPINK,255261,2020-10-12,Mon,Oct
105,Still Don't Know My Name,Labrinth,254993,2020-10-12,Mon,Oct
106,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,253532,2020-10-12,Mon,Oct
107,Toosie Slide,Drake,252812,2020-10-12,Mon,Oct
108,Daddy Issues,The Neighbourhood,250983,2020-10-12,Mon,Oct
109,You Got It,Vedo,250521,2020-10-12,Mon,Oct
110,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",250493,2020-10-12,Mon,Oct
111,Slidin,"21 Savage, Metro Boomin",250469,2020-10-12,Mon,Oct
112,"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,249138,2020-10-12,Mon,Oct
113,The Chain - 2004 Remaster,Fleetwood Mac,245820,2020-10-12,Mon,Oct
114,bloody valentine,Machine Gun Kelly,243270,2020-10-12,Mon,Oct
115,July,Noah Cyrus,241425,2020-10-12,Mon,Oct
116,SAD!,XXXTENTACION,241404,2020-10-12,Mon,Oct
117,No Guidance (feat. Drake),Chris Brown,241355,2020-10-12,Mon,Oct
118,lovely (with Khalid),Billie Eilish,241060,2020-10-12,Mon,Oct
119,Tongue Tied,Grouplove,239373,2020-10-12,Mon,Oct
120,Flex (feat. Juice WRLD),Polo G,239220,2020-10-12,Mon,Oct
121,High Fashion (feat. Mustard),Roddy Ricch,239110,2020-10-12,Mon,Oct
122,BOP,DaBaby,237093,2020-10-12,Mon,Oct
123,Take You Dancing,Jason Derulo,235408,2020-10-12,Mon,Oct
124,20 Min,Lil Uzi Vert,235108,2020-10-12,Mon,Oct
125,The Less I Know The Better,Tame Impala,233764,2020-10-12,Mon,Oct
126,Girls in the Hood,Megan Thee Stallion,233489,2020-10-12,Mon,Oct
127,Walk Em Down (feat. Roddy Ricch),NLE Choppa,232391,2020-10-12,Mon,Oct
128,No Role Modelz,J. Cole,231223,2020-10-12,Mon,Oct
129,cardigan,Taylor Swift,230599,2020-10-12,Mon,Oct
130,Bang!,AJR,229315,2020-10-12,Mon,Oct
131,Heartless (feat. Morgan Wallen),Diplo,229194,2020-10-12,Mon,Oct
132,I Hope,GabBarrett,228434,2020-10-12,Mon,Oct
133,my future,Billie Eilish,228415,2020-10-12,Mon,Oct
134,I Fall Apart,Post Malone,228133,2020-10-12,Mon,Oct
135,Don't Start Now,Dua Lipa,227590,2020-10-12,Mon,Oct
136,PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",226769,2020-10-12,Mon,Oct
137,MIDDLE CHILD,J. Cole,226037,2020-10-12,Mon,Oct
138,Godzilla (feat. Juice WRLD),Eminem,225773,2020-10-12,Mon,Oct
139,Stuck with U (with Justin Bieber),Ariana Grande,224765,2020-10-12,Mon,Oct
140,Epidemic,Polo G,224536,2020-10-12,Mon,Oct
141,Money Trees,"Kendrick Lamar, Jay Rock",222891,2020-10-12,Mon,Oct
142,Lets Link,WhoHeem,222549,2020-10-12,Mon,Oct
143,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,221131,2020-10-12,Mon,Oct
144,Chicago Freestyle (feat. Giveon),Drake,220887,2020-10-12,Mon,Oct
145,Say You Won't Let Go,James Arthur,220472,2020-10-12,Mon,Oct
146,exile (feat. Bon Iver),Taylor Swift,220297,2020-10-12,Mon,Oct
147,Cover Me Up,Morgan Wallen,219892,2020-10-12,Mon,Oct
148,Dance Monkey,Tones And I,219046,2020-10-12,Mon,Oct
149,everything i wanted,Billie Eilish,218888,2020-10-12,Mon,Oct
150,the 1,Taylor Swift,218409,2020-10-12,Mon,Oct
151,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,217343,2020-10-12,Mon,Oct
152,"10,000 Hours (with Justin Bieber)",Dan + Shay,216473,2020-10-12,Mon,Oct
153,Drip Too Hard (Lil Baby & Gunna),Lil Baby,215516,2020-10-12,Mon,Oct
154,Narrow Road (feat. Lil Baby),NLE Choppa,214959,2020-10-12,Mon,Oct
155,XO Tour Llif3,Lil Uzi Vert,214379,2020-10-12,Mon,Oct
156,Don’t Stop (feat. Young Thug),Megan Thee Stallion,213660,2020-10-12,Mon,Oct
157,Wow.,Post Malone,213655,2020-10-12,Mon,Oct
158,Tap In,Saweetie,212738,2020-10-12,Mon,Oct
159,Better Together,Luke Combs,212200,2020-10-12,Mon,Oct
160,Armed And Dangerous,Juice WRLD,212150,2020-10-12,Mon,Oct
161,Stunnin' (feat. Harm Franklin),Curtis Waters,212105,2020-10-12,Mon,Oct
162,Fuck Love (feat. Trippie Redd),XXXTENTACION,212048,2020-10-12,Mon,Oct
163,rockstar (feat. 21 Savage),Post Malone,211940,2020-10-12,Mon,Oct
164,bad guy,Billie Eilish,211815,2020-10-12,Mon,Oct
165,Life's A Mess (feat. Halsey),Juice WRLD,211727,2020-10-12,Mon,Oct
166,Hit Different,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",211704,2020-10-12,Mon,Oct
167,Your Man,Joji,211686,2020-10-12,Mon,Oct
168,Gimme Love,Joji,211673,2020-10-12,Mon,Oct
169,Landslide,Fleetwood Mac,210981,2020-10-12,Mon,Oct
170,Kacey Talk,YoungBoy Never Broke Again,210408,2020-10-12,Mon,Oct
171,Excitement,"Trippie Redd, PARTYNEXTDOOR",209800,2020-10-12,Mon,Oct
172,Be Kind (with Halsey),Marshmello,209505,2020-10-12,Mon,Oct
173,we fell in love in october,girl in red,209137,2020-10-12,Mon,Oct
174,Maniac,Conan Gray,209024,2020-10-12,Mon,Oct
175,Savage Remix (feat. Beyoncé),Megan Thee Stallion,208971,2020-10-12,Mon,Oct
176,when the party's over,Billie Eilish,208881,2020-10-12,Mon,Oct
177,Said Sum,Moneybagg Yo,206865,2020-10-12,Mon,Oct
178,Pretty Heart,Parker McCollum,206790,2020-10-12,Mon,Oct
179,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,206539,2020-10-12,Mon,Oct
180,Mr. Brightside,The Killers,198670,2020-10-12,Mon,Oct
181,Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",198451,2020-10-12,Mon,Oct
182,Everybody Dies In Their Nightmares,XXXTENTACION,198315,2020-10-12,Mon,Oct
183,Murder On My Mind,YNW Melly,196987,2020-10-12,Mon,Oct
184,Lean Wit Me,Juice WRLD,196055,2020-10-12,Mon,Oct
185,Outta Time (feat. Drake),Bryson Tiller,195800,2020-10-12,Mon,Oct
186,BLIND (feat. Young Thug),DaBaby,194883,2020-10-12,Mon,Oct
187,The Bigger Picture,Lil Baby,194589,2020-10-12,Mon,Oct
188,I Should Probably Go To Bed,Dan + Shay,194411,2020-10-12,Mon,Oct
189,Memories,Maroon 5,194410,2020-10-12,Mon,Oct
190,you were good to me,"Jeremy Zucker, Chelsea Cutler",194007,2020-10-12,Mon,Oct
191,"...And To Those I Love, Thanks For Sticking Around",$uicideBoy$,193552,2020-10-12,Mon,Oct
192,Pop Out (feat. Lil Tjay),Polo G,193507,2020-10-12,Mon,Oct
193,Rags2Riches (feat. ATR Son Son),Rod Wave,193208,2020-10-12,Mon,Oct
194,Moonlight,XXXTENTACION,192930,2020-10-12,Mon,Oct
195,How You Like That,BLACKPINK,192696,2020-10-12,Mon,Oct
196,Diamonds,Sam Smith,192618,2020-10-12,Mon,Oct
197,ily (i love you baby) (feat. Emilee),Surf Mesa,191819,2020-10-12,Mon,Oct
198,Sunset,Prxxy,191706,2020-10-12,Mon,Oct
199,Best Part (feat. Daniel Caesar),H.E.R.,191377,2020-10-12,Mon,Oct
200,Tennessee Whiskey,Chris Stapleton,191339,2020-10-12,Mon,Oct
1,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1200077,2020-10-13,Tue,Oct
2,Mood (feat. iann dior),24kGoldn,1123662,2020-10-13,Tue,Oct
3,WAP (feat. Megan Thee Stallion),Cardi B,1085107,2020-10-13,Tue,Oct
4,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,1077718,2020-10-13,Tue,Oct
5,Laugh Now Cry Later (feat. Lil Durk),Drake,981159,2020-10-13,Tue,Oct
6,What You Know Bout Love,Pop Smoke,883001,2020-10-13,Tue,Oct
7,Dreams - 2004 Remaster,Fleetwood Mac,815719,2020-10-13,Tue,Oct
8,Mr. Right Now (feat. Drake),"21 Savage, Metro Boomin",764506,2020-10-13,Tue,Oct
9,Holy (feat. Chance The Rapper),Justin Bieber,688254,2020-10-13,Tue,Oct
10,Runnin,"21 Savage, Metro Boomin",679244,2020-10-13,Tue,Oct
11,ROCKSTAR (feat. Roddy Ricch),DaBaby,651662,2020-10-13,Tue,Oct
12,Come & Go (with Marshmello),Juice WRLD,648422,2020-10-13,Tue,Oct
13,Wishing Well,Juice WRLD,644266,2020-10-13,Tue,Oct
14,Heather,Conan Gray,629812,2020-10-13,Tue,Oct
15,Blinding Lights,The Weeknd,627767,2020-10-13,Tue,Oct
16,Dynamite,BTS,600758,2020-10-13,Tue,Oct
17,Wonder,Shawn Mendes,582967,2020-10-13,Tue,Oct
18,POPSTAR (feat. Drake),DJ Khaled,578601,2020-10-13,Tue,Oct
19,Put Your Records On,Ritt Momney,569971,2020-10-13,Tue,Oct
20,my ex's best friend (with blackbear),Machine Gun Kelly,556655,2020-10-13,Tue,Oct
21,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,551650,2020-10-13,Tue,Oct
22,you broke me first,Tate McRae,539425,2020-10-13,Tue,Oct
23,Watermelon Sugar,Harry Styles,538021,2020-10-13,Tue,Oct
24,Blueberry Faygo,Lil Mosey,501783,2020-10-13,Tue,Oct
25,Martin & Gina,Polo G,498588,2020-10-13,Tue,Oct
26,24 (feat. Lil Baby),Money Man,482015,2020-10-13,Tue,Oct
27,Sofia,Clairo,479957,2020-10-13,Tue,Oct
28,Mood Swings (feat. Lil Tjay),Pop Smoke,473594,2020-10-13,Tue,Oct
29,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,444811,2020-10-13,Tue,Oct
30,All Girls Are The Same,Juice WRLD,421139,2020-10-13,Tue,Oct
31,Lucid Dreams,Juice WRLD,417043,2020-10-13,Tue,Oct
32,Wolves (feat. Post Malone),Big Sean,415926,2020-10-13,Tue,Oct
33,Go Crazy,"Chris Brown, Young Thug",415697,2020-10-13,Tue,Oct
34,Be Like That - feat. Swae Lee & Khalid,Kane Brown,411794,2020-10-13,Tue,Oct
35,Robbery,Juice WRLD,408337,2020-10-13,Tue,Oct
36,Circles,Post Malone,407440,2020-10-13,Tue,Oct
37,Glock In My Lap,"21 Savage, Metro Boomin",407267,2020-10-13,Tue,Oct
38,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",404946,2020-10-13,Tue,Oct
39,Smile (with The Weeknd),Juice WRLD,401575,2020-10-13,Tue,Oct
40,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,397334,2020-10-13,Tue,Oct
41,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,391093,2020-10-13,Tue,Oct
42,The Box,Roddy Ricch,388385,2020-10-13,Tue,Oct
43,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",381768,2020-10-13,Tue,Oct
44,Before You Go,Lewis Capaldi,380432,2020-10-13,Tue,Oct
45,Someone You Loved,Lewis Capaldi,379814,2020-10-13,Tue,Oct
46,Roses - Imanbek Remix,SAINt JHN,374909,2020-10-13,Tue,Oct
47,Daisy,Ashnikko,372813,2020-10-13,Tue,Oct
48,death bed (coffee for your head),"Powfu, beabadoobee",367687,2020-10-13,Tue,Oct
49,7 Summers,Morgan Wallen,358833,2020-10-13,Tue,Oct
50,We Paid (feat. 42 Dugg),Lil Baby,345398,2020-10-13,Tue,Oct
51,Got It On Me,Pop Smoke,344919,2020-10-13,Tue,Oct
52,Electric Love,BØRNS,343612,2020-10-13,Tue,Oct
53,Midnight Sky,Miley Cyrus,340883,2020-10-13,Tue,Oct
54,Rags2Riches 2 (feat. Lil Baby),Rod Wave,340105,2020-10-13,Tue,Oct
55,After Party,Don Toliver,329205,2020-10-13,Tue,Oct
56,forget me too (feat. Halsey),Machine Gun Kelly,328431,2020-10-13,Tue,Oct
57,Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Polo G",327596,2020-10-13,Tue,Oct
58,Adore You,Harry Styles,326111,2020-10-13,Tue,Oct
59,Hawái,Maluma,324660,2020-10-13,Tue,Oct
60,Head & Heart (feat. MNEK),Joel Corry,320658,2020-10-13,Tue,Oct
61,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,318626,2020-10-13,Tue,Oct
62,Are You Bored Yet? (feat. Clairo),Wallows,318286,2020-10-13,Tue,Oct
63,Whiskey Glasses,Morgan Wallen,315973,2020-10-13,Tue,Oct
64,Party Girl,StaySolidRocky,315191,2020-10-13,Tue,Oct
65,GREECE (feat. Drake),DJ Khaled,311885,2020-10-13,Tue,Oct
66,Conversations,Juice WRLD,311329,2020-10-13,Tue,Oct
67,SLOW DANCING IN THE DARK,Joji,309536,2020-10-13,Tue,Oct
68,Righteous,Juice WRLD,307964,2020-10-13,Tue,Oct
69,goosebumps,Travis Scott,307249,2020-10-13,Tue,Oct
70,Sweater Weather,The Neighbourhood,307210,2020-10-13,Tue,Oct
71,More Than My Hometown,Morgan Wallen,305578,2020-10-13,Tue,Oct
72,Life Is Good (feat. Drake),Future,304737,2020-10-13,Tue,Oct
73,Sleepy Hollow,Trippie Redd,302719,2020-10-13,Tue,Oct
74,One Of Them Girls,Lee Brice,301096,2020-10-13,Tue,Oct
75,Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin",298366,2020-10-13,Tue,Oct
76,If the World Was Ending - feat. Julia Michaels,JP Saxe,296186,2020-10-13,Tue,Oct
77,Intentions (feat. Quavo),Justin Bieber,295443,2020-10-13,Tue,Oct
78,21,Polo G,293572,2020-10-13,Tue,Oct
79,hot girl bummer,blackbear,293354,2020-10-13,Tue,Oct
80,Ice Cream (with Selena Gomez),BLACKPINK,292717,2020-10-13,Tue,Oct
81,GO (feat. Juice WRLD),The Kid LAROI,292551,2020-10-13,Tue,Oct
82,Levitating (feat. DaBaby),Dua Lipa,286781,2020-10-13,Tue,Oct
83,Bandit (with YoungBoy Never Broke Again),Juice WRLD,286608,2020-10-13,Tue,Oct
84,Jocelyn Flores,XXXTENTACION,282239,2020-10-13,Tue,Oct
85,HIGHEST IN THE ROOM,Travis Scott,281086,2020-10-13,Tue,Oct
86,Sunday Best,Surfaces,280521,2020-10-13,Tue,Oct
87,Breaking Me,"Topic, A7S",279172,2020-10-13,Tue,Oct
88,Chasin' You,Morgan Wallen,278952,2020-10-13,Tue,Oct
89,E-GIRLS ARE RUINING MY LIFE!,"CORPSE, Savage Ga$p",277406,2020-10-13,Tue,Oct
90,WHATS POPPIN,Jack Harlow,276521,2020-10-13,Tue,Oct
91,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",272767,2020-10-13,Tue,Oct
92,Rain On Me (with Ariana Grande),Lady Gaga,272565,2020-10-13,Tue,Oct
93,Ballin' (with Roddy Ricch),Mustard,269633,2020-10-13,Tue,Oct
94,Many Men,"21 Savage, Metro Boomin",268440,2020-10-13,Tue,Oct
95,Falling,Trevor Daniel,267884,2020-10-13,Tue,Oct
96,Dior,Pop Smoke,267814,2020-10-13,Tue,Oct
97,SICKO MODE,Travis Scott,265467,2020-10-13,Tue,Oct
98,Falling,Harry Styles,264645,2020-10-13,Tue,Oct
99,ROXANNE,Arizona Zervas,263226,2020-10-13,Tue,Oct
100,Bet You Wanna (feat. Cardi B),BLACKPINK,261679,2020-10-13,Tue,Oct
101,Still Don't Know My Name,Labrinth,259712,2020-10-13,Tue,Oct
102,Star Shopping,Lil Peep,259137,2020-10-13,Tue,Oct
103,You Got It,Vedo,258296,2020-10-13,Tue,Oct
104,Mad at Disney,salem ilese,257238,2020-10-13,Tue,Oct
105,Beautiful Crazy,Luke Combs,257050,2020-10-13,Tue,Oct
106,Daddy Issues,The Neighbourhood,256825,2020-10-13,Tue,Oct
107,Toosie Slide,Drake,252240,2020-10-13,Tue,Oct
108,Lovesick Girls,BLACKPINK,251572,2020-10-13,Tue,Oct
109,Take You Dancing,Jason Derulo,251023,2020-10-13,Tue,Oct
110,bloody valentine,Machine Gun Kelly,248985,2020-10-13,Tue,Oct
111,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,248716,2020-10-13,Tue,Oct
112,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,248273,2020-10-13,Tue,Oct
113,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",247584,2020-10-13,Tue,Oct
114,No Guidance (feat. Drake),Chris Brown,247335,2020-10-13,Tue,Oct
115,Slidin,"21 Savage, Metro Boomin",246869,2020-10-13,Tue,Oct
116,July,Noah Cyrus,246824,2020-10-13,Tue,Oct
117,Girls in the Hood,Megan Thee Stallion,246113,2020-10-13,Tue,Oct
118,"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,245902,2020-10-13,Tue,Oct
119,lovely (with Khalid),Billie Eilish,244104,2020-10-13,Tue,Oct
120,Tongue Tied,Grouplove,242605,2020-10-13,Tue,Oct
121,High Fashion (feat. Mustard),Roddy Ricch,242505,2020-10-13,Tue,Oct
122,Flex (feat. Juice WRLD),Polo G,242062,2020-10-13,Tue,Oct
123,20 Min,Lil Uzi Vert,241327,2020-10-13,Tue,Oct
124,No Role Modelz,J. Cole,241005,2020-10-13,Tue,Oct
125,The Chain - 2004 Remaster,Fleetwood Mac,240402,2020-10-13,Tue,Oct
126,SAD!,XXXTENTACION,240074,2020-10-13,Tue,Oct
127,BOP,DaBaby,239105,2020-10-13,Tue,Oct
128,MIDDLE CHILD,J. Cole,238172,2020-10-13,Tue,Oct
129,The Less I Know The Better,Tame Impala,237495,2020-10-13,Tue,Oct
130,Bang!,AJR,234885,2020-10-13,Tue,Oct
131,Don't Start Now,Dua Lipa,234347,2020-10-13,Tue,Oct
132,my future,Billie Eilish,234306,2020-10-13,Tue,Oct
133,Walk Em Down (feat. Roddy Ricch),NLE Choppa,233434,2020-10-13,Tue,Oct
134,I Hope,GabBarrett,232931,2020-10-13,Tue,Oct
135,Heartless (feat. Morgan Wallen),Diplo,232465,2020-10-13,Tue,Oct
136,Godzilla (feat. Juice WRLD),Eminem,232047,2020-10-13,Tue,Oct
137,Stuck with U (with Justin Bieber),Ariana Grande,231557,2020-10-13,Tue,Oct
138,PTSD,"G Herbo, Juice WRLD, Lil Uzi Vert, Chance the Rapper",230330,2020-10-13,Tue,Oct
139,Money Trees,"Kendrick Lamar, Jay Rock",229967,2020-10-13,Tue,Oct
140,I Fall Apart,Post Malone,229677,2020-10-13,Tue,Oct
141,Cover Me Up,Morgan Wallen,229350,2020-10-13,Tue,Oct
142,Epidemic,Polo G,227788,2020-10-13,Tue,Oct
143,cardigan,Taylor Swift,227042,2020-10-13,Tue,Oct
144,Narrow Road (feat. Lil Baby),NLE Choppa,225972,2020-10-13,Tue,Oct
145,Chicago Freestyle (feat. Giveon),Drake,224680,2020-10-13,Tue,Oct
146,Say You Won't Let Go,James Arthur,224280,2020-10-13,Tue,Oct
147,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,223897,2020-10-13,Tue,Oct
148,everything i wanted,Billie Eilish,223566,2020-10-13,Tue,Oct
149,Drip Too Hard (Lil Baby & Gunna),Lil Baby,223087,2020-10-13,Tue,Oct
150,Don’t Stop (feat. Young Thug),Megan Thee Stallion,222410,2020-10-13,Tue,Oct
151,Stunnin' (feat. Harm Franklin),Curtis Waters,222385,2020-10-13,Tue,Oct
152,Kacey Talk,YoungBoy Never Broke Again,221497,2020-10-13,Tue,Oct
153,3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,221492,2020-10-13,Tue,Oct
154,Lets Link,WhoHeem,221425,2020-10-13,Tue,Oct
155,Your Man,Joji,221109,2020-10-13,Tue,Oct
156,Dance Monkey,Tones And I,221035,2020-10-13,Tue,Oct
157,Tap In,Saweetie,220127,2020-10-13,Tue,Oct
158,Said Sum,Moneybagg Yo,219671,2020-10-13,Tue,Oct
159,Better Together,Luke Combs,218652,2020-10-13,Tue,Oct
160,Wow.,Post Malone,218481,2020-10-13,Tue,Oct
161,"10,000 Hours (with Justin Bieber)",Dan + Shay,218207,2020-10-13,Tue,Oct
162,XO Tour Llif3,Lil Uzi Vert,218075,2020-10-13,Tue,Oct
163,exile (feat. Bon Iver),Taylor Swift,217411,2020-10-13,Tue,Oct
164,rockstar (feat. 21 Savage),Post Malone,217073,2020-10-13,Tue,Oct
165,Savage Remix (feat. Beyoncé),Megan Thee Stallion,215932,2020-10-13,Tue,Oct
166,Hit Different,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",215772,2020-10-13,Tue,Oct
167,the 1,Taylor Swift,215585,2020-10-13,Tue,Oct
168,Maniac,Conan Gray,215188,2020-10-13,Tue,Oct
169,bad guy,Billie Eilish,214245,2020-10-13,Tue,Oct
170,Be Kind (with Halsey),Marshmello,213751,2020-10-13,Tue,Oct
171,Armed And Dangerous,Juice WRLD,213519,2020-10-13,Tue,Oct
172,Excitement,"Trippie Redd, PARTYNEXTDOOR",213351,2020-10-13,Tue,Oct
173,when the party's over,Billie Eilish,212087,2020-10-13,Tue,Oct
174,Pretty Heart,Parker McCollum,211465,2020-10-13,Tue,Oct
175,Life's A Mess (feat. Halsey),Juice WRLD,211291,2020-10-13,Tue,Oct
176,Fuck Love (feat. Trippie Redd),XXXTENTACION,210143,2020-10-13,Tue,Oct
177,we fell in love in october,girl in red,209892,2020-10-13,Tue,Oct
178,Gimme Love,Joji,209618,2020-10-13,Tue,Oct
179,Landslide,Fleetwood Mac,203472,2020-10-13,Tue,Oct
